Time (s),Ay (m/s²),Fᵧ (N)
15.21500015258789,-7.537763595581055,-2.8249588012695312
15.220000267028809,-7.685725212097168,-2.850398540496826
15.225000381469727,-7.840991020202637,-2.8744635581970215
15.229999542236328,-8.001825332641602,-2.898872137069702
15.234999656677246,-8.159564971923828,-2.9267187118530273
15.239999771118164,-8.300528526306152,-2.953533887863159
15.244999885559082,-8.450642585754395,-2.9830992221832275
15.25,-8.599665641784668,-3.0112898349761963
15.255000114440918,-8.775233268737793,-3.0360424518585205
15.260000228881836,-8.94811725616455,-3.0577006340026855
15.265000343322754,-9.114298820495605,-3.0824532508850098
15.270000457763672,-9.290661811828613,-3.109612226486206
15.274999618530273,-9.464221000671387,-3.1378026008605957
15.279999732971191,-9.621286392211914,-3.1663362979888916
15.28499984741211,-9.787055969238281,-3.195901870727539
15.289999961853027,-9.979348182678223,-3.2295925617218018
15.295000076293945,-10.156867980957031,-3.261220932006836
15.300000190734863,-10.323552131652832,-3.2914741039276123
15.305000305175781,-10.50837516784668,-3.3203518390655518
15.3100004196167,-10.704294204711914,-3.348198413848877
15.3149995803833,-10.880122184753418,-3.37742018699646
15.319999694824219,-11.029380798339844,-3.405266284942627
15.324999809265137,-11.175325393676758,-3.432081937789917
15.329999923706055,-11.307771682739258,-3.45511531829834
15.335000038146973,-11.419544219970703,-3.475054979324341
15.34000015258789,-11.540139198303223,-3.496025800704956
15.345000267028809,-11.663700103759766,-3.516996383666992
15.350000381469727,-11.780197143554688,-3.5383107662200928
15.354999542236328,-11.870780944824219,-3.555156707763672
15.359999656677246,-11.929198265075684,-3.5678765773773193
15.364999771118164,-11.998189926147461,-3.583690643310547
15.369999885559082,-12.08037281036377,-3.6001923084259033
15.375,-12.144688606262207,-3.615319013595581
15.380000114440918,-12.217131614685059,-3.6287267208099365
15.385000228881836,-12.324545860290527,-3.6417903900146484
15.390000343322754,-12.411681175231934,-3.6572606563568115
15.395000457763672,-12.484471321105957,-3.6710119247436523
15.399999618530273,-12.536004066467285,-3.6772000789642334
15.404999732971191,-12.56643009185791,-3.68304443359375
15.40999984741211,-12.601777076721191,-3.6902637481689453
15.414999961853027,-12.620438575744629,-3.6926701068878174
15.420000076293945,-12.624476432800293,-3.6933581829071045
15.425000190734863,-12.626166343688965,-3.694732904434204
15.430000305175781,-12.61023235321045,-3.6937015056610107
15.4350004196167,-12.59658432006836,-3.68992018699646
15.4399995803833,-12.574494361877441,-3.6827006340026855
15.444999694824219,-12.521263122558594,-3.6741061210632324
15.449999809265137,-12.468338966369629,-3.6658551692962646
15.454999923706055,-12.405044555664062,-3.6555416584014893
15.460000038146973,-12.306127548217773,-3.640071392059326
15.46500015258789,-12.210161209106445,-3.6273515224456787
15.470000267028809,-12.14317798614502,-3.6132562160491943
15.475000381469727,-12.075362205505371,-3.5970983505249023
15.479999542236328,-12.000150680541992,-3.5857532024383545
15.484999656677246,-11.93304443359375,-3.575439929962158
15.489999771118164,-11.857630729675293,-3.559281826019287
15.494999885559082,-11.763739585876465,-3.5379672050476074
15.5,-11.649502754211426,-3.5173401832580566
15.505000114440918,-11.525594711303711,-3.4974007606506348
15.510000228881836,-11.395270347595215,-3.4740235805511475
15.515000343322754,-11.262155532836914,-3.451333522796631
15.520000457763672,-11.110631942749023,-3.4262375831604004
15.524999618530273,-10.968193054199219,-3.3994221687316895
15.529999732971191,-10.807928085327148,-3.3708879947662354
15.53499984741211,-10.627556800842285,-3.3433854579925537
15.539999961853027,-10.455513000488281,-3.3172576427459717
15.545000076293945,-10.288850784301758,-3.2894113063812256
15.550000190734863,-10.113659858703613,-3.2601897716522217
15.555000305175781,-9.953328132629395,-3.2323429584503174
15.5600004196167,-9.780576705932617,-3.199683427810669
15.5649995803833,-9.613224029541016,-3.1659927368164062
15.569999694824219,-9.456060409545898,-3.1374588012695312
15.574999809265137,-9.299782752990723,-3.1099557876586914
15.579999923706055,-9.12198543548584,-3.082797050476074
15.585000038146973,-8.932355880737305,-3.0570132732391357
15.59000015258789,-8.753044128417969,-3.035010576248169
15.595000267028809,-8.582413673400879,-3.0109457969665527
15.600000381469727,-8.415491104125977,-2.9820680618286133
15.604999542236328,-8.26059341430664,-2.9531900882720947
15.609999656677246,-8.0953950881958,-2.926375150680542
15.614999771118164,-7.933851718902588,-2.90024733543396
15.619999885559082,-7.790877819061279,-2.8734323978424072
15.625,-7.639518737792969,-2.845585346221924
15.630000114440918,-7.512714862823486,-2.821521043777466
15.635000228881836,-7.3963751792907715,-2.8005502223968506
15.640000343322754,-7.245441913604736,-2.7788915634155273
15.645000457763672,-7.081446647644043,-2.757232904434204
15.649999618530273,-6.921860218048096,-2.73179292678833
