Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
10.050000190734863,0.05281588062644005,-10.286200523376465,-3.0282020568847656,-2.593247890472412,0.012444443069398403,0.03333333507180214,-0.8181818127632141
10.0600004196167,0.05688513070344925,-10.299544334411621,-3.0297725200653076,-2.593935489654541,0.012666665948927402,0.02222222276031971,-0.8080808520317078
10.069999694824219,0.061932504177093506,-10.304019927978516,-3.047192096710205,-2.593935489654541,0.012777777388691902,0.011111111380159855,-0.767676830291748
10.079999923706055,0.05259675905108452,-10.289838790893555,-3.0632834434509277,-2.5959982872009277,0.012888888828456402,0.011111111380159855,-0.7575758099555969
10.09000015258789,0.05330194532871246,-10.265775680541992,-3.0631887912750244,-2.5980610847473145,0.012999998405575752,0.011111111380159855,-0.7272727489471436
10.100000381469727,0.028343185782432556,-10.233912467956543,-3.0742623805999756,-2.5973732471466064,0.012999998405575752,1.8947690638704273e-13,-0.7272727489471436
10.109999656677246,0.0596240758895874,-10.176136016845703,-3.0829789638519287,-2.5953104496002197,0.012888887897133827,-0.011111111380159855,-0.7575757503509521
10.119999885559082,0.0732516348361969,-10.121582984924316,-3.071936845779419,-2.5918726921081543,0.012666665948927402,-0.02222222276031971,-0.8181817531585693
10.130000114440918,0.06732600927352905,-10.079185485839844,-3.0814547538757324,-2.587059497833252,0.012444444000720978,-0.02222222276031971,-0.9090908765792847
10.140000343322754,0.061002153903245926,-10.037310600280762,-3.0801568031311035,-2.580871820449829,0.012111110612750053,-0.03333333507180214,-0.9696968793869019
10.149999618530273,0.0707671269774437,-10.006247520446777,-3.0810797214508057,-2.5767462253570557,0.011666666716337204,-0.04444444552063942,-0.9393938779830933
10.15999984741211,0.055755022913217545,-9.975619316101074,-3.103166103363037,-2.5705580711364746,0.01111111044883728,-0.0555555559694767,-0.8787878155708313
