Time (s),Ay (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
1.3600000143051147,-7.135240077972412,-2.0930697917938232,-0.22512097656726837,-1.047318935394287,0.03965098038315773
1.3700000047683716,-6.625954627990723,-1.984556794166565,-0.23559407889842987,-1.047318935394287,0.6367211937904358
1.3799999952316284,-5.948915958404541,-1.8792167901992798,-0.24598300457000732,-1.0388785600662231,1.262960433959961
1.3899999856948853,-5.276772499084473,-1.7810379266738892,-0.2561485171318054,-1.0165340900421143,1.805725336074829
1.399999976158142,-4.7788920402526855,-1.689658284187317,-0.26613327860832214,-0.9984710216522217,2.2811660766601562
1.409999966621399,-4.160821914672852,-1.5903325080871582,-0.2759203016757965,-0.9786748886108398,2.828094244003296
1.4199999570846558,-3.720045566558838,-1.4960049390792847,-0.2853288948535919,-0.9408155679702759,3.422757625579834
1.4299999475479126,-3.3644864559173584,-1.4190709590911865,-0.29433417320251465,-0.9004995226860046,4.023647308349609
1.440000057220459,-2.8679633140563965,-1.3448110818862915,-0.30300426483154297,-0.866982638835907,4.644608497619629
1.4500000476837158,-1.2970969676971436,-1.1656314134597778,-0.311250776052475,-0.8245974183082581,5.31663179397583
1.4600000381469727,0.6675704121589661,-0.859298050403595,-0.3188942074775696,-0.7642711997032166,5.970525741577148
1.4700000286102295,1.0137314796447754,-0.7360860705375671,-0.32586726546287537,-0.6972375512123108,6.526457786560059
1.4800000190734863,1.3668726682662964,-0.6599673628807068,-0.33212485909461975,-0.6256778836250305,7.0706257820129395
1.4900000095367432,1.420008659362793,-0.6026365160942078,-0.33760038018226624,-0.5474720001220703,7.6096086502075195
1.5,-0.08248217403888702,-0.7360658645629883,-0.3422481417655945,-0.46467894315719604,8.025559425354004
1.5099999904632568,0.11105787754058838,-0.6660863757133484,-0.34604817628860474,-0.37991848587989807,8.296741485595703
1.5199999809265137,0.15204638242721558,-0.6455457806587219,-0.3490661680698395,-0.3017125725746155,8.473299026489258
1.5299999713897705,0.12123136967420578,-0.6984856724739075,-0.35120877623558044,-0.21414883434772491,8.579150199890137
1.5399999618530273,0.27674347162246704,-0.7244159579277039,-0.35239291191101074,-0.11830784380435944,8.59412956237793
1.5499999523162842,0.043960586190223694,-0.7338124513626099,-0.3526832163333893,-0.028929661959409714,8.526228904724121
1.559999942779541,-0.020112598314881325,-0.729228675365448,-0.3521273732185364,0.055677883327007294,8.419922828674316
1.5700000524520874,-0.2623034715652466,-0.7789278030395508,-0.35074156522750854,0.13868501782417297,8.304862976074219
1.5800000429153442,-0.9229986071586609,-0.8706768155097961,-0.348510205745697,0.22323140501976013,8.070059776306152
1.590000033378601,-1.4874125719070435,-0.9767141938209534,-0.34549680352211,0.3014373183250427,7.732175827026367
1.600000023841858,-2.1204636096954346,-1.0701745748519897,-0.3417501449584961,0.3747502565383911,7.383373260498047
1.6100000143051147,-2.8787243366241455,-1.1745046377182007,-0.3372349441051483,0.45163100957870483,7.017073154449463
1.6200000047683716,-3.3796517848968506,-1.2677805423736572,-0.33192476630210876,0.5311009287834167,6.59950590133667
1.6299999952316284,-3.7391161918640137,-1.337459921836853,-0.32599398493766785,0.5931499004364014,6.150130271911621
1.6399999856948853,-4.105645656585693,-1.4065510034561157,-0.3195546269416809,0.6439959406852722,5.674987316131592
1.649999976158142,-4.547280788421631,-1.4868518114089966,-0.31256774067878723,0.6987767815589905,5.198282718658447
1.659999966621399,-5.093654632568359,-1.5669981241226196,-0.3050624132156372,0.7505810260772705,4.6529622077941895
1.6699999570846558,-5.569311141967773,-1.6562085151672363,-0.297120064496994,0.7943119406700134,4.10793924331665
1.6799999475479126,-5.972946643829346,-1.7470042705535889,-0.2887727618217468,0.8347604870796204,3.6339480876922607
1.690000057220459,-6.36093807220459,-1.839033842086792,-0.2800990045070648,0.8674414157867432,3.118345022201538
1.7000000476837158,-6.8232340812683105,-1.9291625022888184,-0.2710820138454437,0.9017329216003418,2.5243136882781982
1.7100000381469727,-7.280308723449707,-2.0255300998687744,-0.26189377903938293,0.9188481569290161,1.9554924964904785
1.7200000286102295,-7.880006313323975,-2.121847629547119,-0.25254133343696594,0.9352803826332092,1.417494535446167
1.7300000190734863,-8.55098819732666,-2.226142406463623,-0.24301820993423462,0.9523343443870544,0.87127286195755
1.7400000095367432,-8.99500560760498,-2.3196682929992676,-0.2334894835948944,0.952864408493042,0.32275596261024475
1.75,-9.607882499694824,-2.4140784740448,-0.2240191251039505,0.9470438361167908,-0.18458595871925354
1.7599999904632568,-10.268186569213867,-2.505300521850586,-0.2145487517118454,0.9470438361167908,-0.6466827392578125
1.7699999809265137,-10.84801197052002,-2.6013872623443604,-0.2051323652267456,0.941631019115448,-1.1309235095977783
1.7799999713897705,-11.28039264678955,-2.6940479278564453,-0.19588199257850647,0.9250152707099915,-1.5646783113479614
1.7899999618530273,-11.66287612915039,-2.784313440322876,-0.18685506284236908,0.9026707410812378,-1.9568864107131958
1.7999999523162842,-11.940007209777832,-2.8645288944244385,-0.1779966503381729,0.8858307003974915,-2.424186944961548
1.809999942779541,-12.385050773620605,-2.946610927581787,-0.16941557824611664,0.8580529093742371,-2.9489243030548096
1.8200000524520874,-12.915526390075684,-3.0237812995910645,-0.1611703783273697,0.8244953751564026,-3.4023046493530273
1.8300000429153442,-13.408312797546387,-3.1003618240356445,-0.15320442616939545,0.7965545058250427,-3.8249921798706055
1.840000033378601,-13.795572280883789,-3.1659395694732666,-0.14562976360321045,0.7574107646942139,-4.283446788787842
1.850000023841858,-14.207619667053223,-3.2317416667938232,-0.13861483335494995,0.7014067769050598,-4.736334323883057
1.8600000143051147,-14.587076187133789,-3.29226016998291,-0.13215675950050354,0.6457492709159851,-5.143345355987549
1.8700000047683716,-14.85555648803711,-3.3479163646698,-0.12614557147026062,0.6010602116584778,-5.545998573303223
1.8799999952316284,-15.061655044555664,-3.387970447540283,-0.12069594115018845,0.5448726415634155,-5.8797101974487305
1.8899999856948853,-15.218034744262695,-3.427544355392456,-0.1159166470170021,0.4778389632701874,-6.092173099517822
1.899999976158142,-15.39744758605957,-3.459261178970337,-0.11174972355365753,0.41661569476127625,-6.238827705383301
1.909999966621399,-15.549400329589844,-3.4859557151794434,-0.10825789719820023,0.3490723967552185,-6.440911293029785
1.9199999570846558,-15.547616004943848,-3.49800443649292,-0.1054895743727684,0.2767380475997925,-6.640959739685059
1.9299999475479126,-15.599942207336426,-3.511068820953369,-0.10333272069692612,0.21560654044151306,-6.746457099914551
1.940000057220459,-15.555660247802734,-3.5162060260772705,-0.10179363191127777,0.1538124531507492,-6.79548454284668
1.9500000476837158,-15.424257278442383,-3.513676881790161,-0.10092487186193466,0.08677880465984344,-6.815853595733643
1.9600000381469727,-15.250611305236816,-3.495776891708374,-0.10084598511457443,0.007757389917969704,-6.803438663482666
1.9700000286102295,-15.105680465698242,-3.4805967807769775,-0.101480633020401,-0.06354740262031555,-6.8176188468933105
1.9800000190734863,-14.910858154296875,-3.4587836265563965,-0.10279465466737747,-0.13151885569095612,-6.845607757568359
1.9900000095367432,-14.699580192565918,-3.4296934604644775,-0.10476934164762497,-0.19755351543426514,-6.784584045410156
2,-14.466200828552246,-3.3873534202575684,-0.10736363381147385,-0.25953108072280884,-6.616799354553223
2.009999990463257,-14.218713760375977,-3.34627628326416,-0.11062824726104736,-0.3265647292137146,-6.38611364364624
2.0199999809265137,-13.987062454223633,-3.2988734245300293,-0.11462478339672089,-0.39977577328681946,-6.169839859008789
2.0299999713897705,-13.706257820129395,-3.244124174118042,-0.11927956342697144,-0.4655658006668091,-5.925401210784912
2.0399999618530273,-13.276642799377441,-3.1793370246887207,-0.12449293583631516,-0.5214271545410156,-5.634546279907227
2.049999952316284,-12.947020530700684,-3.1171677112579346,-0.13020239770412445,-0.5710194110870361,-5.287759780883789
2.059999942779541,-12.530254364013672,-3.050779104232788,-0.1364215612411499,-0.6220081448554993,-4.866289138793945
2.069999933242798,-12.072955131530762,-2.9775025844573975,-0.14313621819019318,-0.671539306640625,-4.406627178192139
2.0799999237060547,-11.602608680725098,-2.8940703868865967,-0.15029776096343994,-0.7162284255027771,-4.013518333435059
2.0899999141693115,-11.072771072387695,-2.815333604812622,-0.15784244239330292,-0.7545259594917297,-3.619163751602173
2.0999999046325684,-10.653887748718262,-2.7353384494781494,-0.16572226583957672,-0.7880427837371826,-3.210498809814453
2.109999895095825,-10.192021369934082,-2.64982271194458,-0.1738729178905487,-0.8151070475578308,-2.776427984237671
2.119999885559082,-9.654726028442383,-2.5575075149536133,-0.18224701285362244,-0.8374516367912292,-2.3493080139160156
2.130000114440918,-9.224323272705078,-2.4679083824157715,-0.1909095197916031,-0.8663099408149719,-1.9224205017089844
2.140000104904175,-8.796730995178223,-2.379725217819214,-0.1997113823890686,-0.8801936507225037,-1.4742995500564575
2.1500000953674316,-8.294925689697266,-2.2911338806152344,-0.20864440500736237,-0.8933435082435608,-0.9902166724205017
2.1600000858306885,-7.649911880493164,-2.194962501525879,-0.21766909956932068,-0.9024770259857178,-0.4749668538570404
2.1700000762939453,-7.173248291015625,-2.1071863174438477,-0.22675999999046326,-0.9091131091117859,0.08679190278053284
2.180000066757202,-6.640996932983398,-2.023134469985962,-0.23582962155342102,-0.9069521427154541,0.6288783550262451
2.190000057220459,-6.126087188720703,-1.9379668235778809,-0.2447875291109085,-0.8957798480987549,1.1564222574234009
2.200000047683716,-5.60567569732666,-1.8497778177261353,-0.2535666227340698,-0.8778796792030334,1.714603304862976
2.2100000381469727,-5.176364898681641,-1.765738606452942,-0.2621222734451294,-0.8555352091789246,2.2418124675750732
2.2200000286102295,-4.759389400482178,-1.6866264343261719,-0.27038678526878357,-0.8264016509056091,2.7346675395965576
2.2300000190734863,-4.321116924285889,-1.6079421043395996,-0.2784521281719208,-0.8065239787101746,3.1862268447875977
2.240000009536743,-3.952319622039795,-1.5317490100860596,-0.2861325442790985,-0.7679510712623596,3.5827558040618896
2.25,-3.6543784141540527,-1.469192624092102,-0.2933915853500366,-0.7258511781692505,3.940767288208008
2.259999990463257,-3.2792141437530518,-1.4135440587997437,-0.3002465069293976,-0.6854230761528015,4.280742168426514
2.2699999809265137,-2.93408203125,-1.355920672416687,-0.30665454268455505,-0.6407340168952942,4.654801845550537
2.2799999713897705,-2.5252509117126465,-1.2902859449386597,-0.3125462234020233,-0.5890724062919617,5.032931804656982
2.2899999618530273,-2.2516090869903564,-1.2309370040893555,-0.3179490566253662,-0.5402140617370605,5.32296895980835
2.299999952316284,-1.6185368299484253,-1.1400113105773926,-0.32283487915992737,-0.48849135637283325,5.644340515136719
2.309999942779541,-1.0899722576141357,-1.0283087491989136,-0.32716211676597595,-0.4326299726963043,5.965907096862793
