Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N)
21.860000610351562,0.13303562998771667,-12.807903289794922,0.06303496658802032,-3.042124032974243
21.864999771118164,0.15482363104820251,-12.882990837097168,0.05720333009958267,-3.0606493949890137
21.8700008392334,0.1807589828968048,-12.845157623291016,0.03967509791254997,-3.0492184162139893
21.875,0.16118395328521729,-13.074943542480469,0.09309764951467514,-3.093604803085327
21.8799991607666,0.1708701252937317,-13.138094902038574,0.14111672341823578,-3.102860927581787
21.885000228881836,0.23042431473731995,-13.381482124328613,0.07980599254369736,-3.142272472381592
21.889999389648438,0.26158738136291504,-13.330581665039062,0.08911958336830139,-3.1387276649475098
21.895000457763672,0.21895399689674377,-13.416914939880371,0.15378700196743011,-3.1455111503601074
21.899999618530273,0.14883671700954437,-13.511885643005371,0.12656360864639282,-3.15809965133667
21.905000686645508,0.10850033164024353,-13.589350700378418,0.03739967197179794,-3.165057420730591
21.90999984741211,0.07828345149755478,-13.631935119628906,-0.023378074169158936,-3.1680843830108643
21.915000915527344,0.10238923132419586,-13.649075508117676,-0.041956979781389236,-3.178088903427124
21.920000076293945,0.11210828274488449,-13.782318115234375,-0.05334530770778656,-3.202131748199463
21.924999237060547,0.09178335219621658,-13.899309158325195,-0.08320630341768265,-3.2206177711486816
21.93000030517578,0.09510010480880737,-13.881139755249023,-0.027299165725708008,-3.2168185710906982
21.934999465942383,0.12340354919433594,-13.882033348083496,0.0029301729518920183,-3.2200920581817627
21.940000534057617,0.1402202844619751,-13.828783988952637,0.0008929372415877879,-3.210921287536621
21.94499969482422,0.16263100504875183,-13.947667121887207,0.034318018704652786,-3.2359042167663574
21.950000762939453,0.15934449434280396,-13.791410446166992,-0.004338518250733614,-3.2071592807769775
21.954999923706055,0.13166078925132751,-13.914239883422852,-0.0970151275396347,-3.22867488861084
21.959999084472656,0.14219312369823456,-13.918913841247559,-0.011252610012888908,-3.2299773693084717
21.96500015258789,0.14946289360523224,-14.000800132751465,0.08896327763795853,-3.237840175628662
21.969999313354492,0.15657295286655426,-13.965364456176758,0.17118105292320251,-3.2369110584259033
21.975000381469727,0.16890791058540344,-13.854632377624512,0.136432945728302,-3.217231273651123
21.979999542236328,0.15052753686904907,-13.886039733886719,0.03451165556907654,-3.221316337585449
21.985000610351562,0.13810093700885773,-13.8527250289917,-0.018868135288357735,-3.217583656311035
21.989999771118164,0.14315806329250336,-13.741914749145508,-0.06853162497282028,-3.1947264671325684
21.9950008392334,0.1404689997434616,-13.738327026367188,-0.06291726976633072,-3.2018685340881348
22,0.13654488325119019,-13.722402572631836,0.05746748670935631,-3.1922085285186768
22.0049991607666,0.11181662976741791,-13.835111618041992,0.1176421046257019,-3.20345401763916
22.010000228881836,0.12398066371679306,-13.673381805419922,0.08850467205047607,-3.178175210952759
22.014999389648438,0.14269857108592987,-13.626054763793945,0.04804139956831932,-3.1726326942443848
22.020000457763672,0.14112168550491333,-13.494564056396484,0.0013169917510822415,-3.1476738452911377
22.024999618530273,0.14390145242214203,-13.506593704223633,-0.05572883412241936,-3.1472089290618896
22.030000686645508,0.142207533121109,-13.357824325561523,-0.05540727078914642,-3.1220853328704834
22.03499984741211,0.11526410281658173,-13.251179695129395,-0.031262125819921494,-3.1108810901641846
22.040000915527344,0.12343067675828934,-13.243712425231934,0.010232076980173588,-3.111422538757324
22.045000076293945,0.13064873218536377,-13.165371894836426,0.018467780202627182,-3.0947258472442627
22.049999237060547,0.1357838362455368,-13.103758811950684,0.029233872890472412,-3.0865561962127686
22.05500030517578,0.1587284803390503,-12.906791687011719,0.026511013507843018,-3.0617589950561523
22.059999465942383,0.1807066798210144,-12.76876449584961,-0.020490329712629318,-3.0321342945098877
22.065000534057617,0.17683878540992737,-12.710861206054688,-0.06519751250743866,-3.033198595046997
22.06999969482422,0.17257705330848694,-12.444640159606934,-0.06050223112106323,-2.987546682357788
22.075000762939453,0.14756758511066437,-12.435173988342285,-0.061542268842458725,-2.9842069149017334
22.079999923706055,0.15001040697097778,-12.292752265930176,-0.019456537440419197,-2.965012550354004
22.084999084472656,0.13944511115550995,-12.300426483154297,-0.018125105649232864,-2.9608774185180664
22.09000015258789,0.13339385390281677,-12.14130687713623,-0.004114799201488495,-2.936281204223633
22.094999313354492,0.1437559723854065,-11.939082145690918,-0.01844756305217743,-2.9039652347564697
22.100000381469727,0.16194191575050354,-11.795689582824707,-0.044943731278181076,-2.879956007003784
22.104999542236328,0.19413445889949799,-11.622637748718262,-0.019017843529582024,-2.8533058166503906
22.110000610351562,0.1745351254940033,-11.480230331420898,-0.03800838813185692,-2.8232202529907227
22.114999771118164,0.12404315173625946,-11.319595336914062,-0.0942198634147644,-2.7922704219818115
22.1200008392334,0.10173901170492172,-11.30197525024414,-0.06282611936330795,-2.7859160900115967
22.125,0.11658849567174911,-11.197362899780273,-0.0197928324341774,-2.7724990844726562
22.1299991607666,0.11188894510269165,-11.023980140686035,-0.057273101061582565,-2.742237091064453
22.135000228881836,0.09248881042003632,-10.875761032104492,-0.12340167164802551,-2.7163493633270264
22.139999389648438,0.13158442080020905,-10.645025253295898,-0.08218420296907425,-2.670077323913574
22.145000457763672,0.17226487398147583,-10.554732322692871,-0.0356026329100132,-2.663156032562256
22.149999618530273,0.18984241783618927,-10.264019966125488,-0.03663982078433037,-2.6174161434173584
22.155000686645508,0.20404891669750214,-10.106173515319824,-0.03730634227395058,-2.591733694076538
22.15999984741211,0.18028120696544647,-10.05964469909668,-0.03624308854341507,-2.583514451980591
22.165000915527344,0.14989426732063293,-9.954086303710938,-0.031881965696811676,-2.5577423572540283
22.170000076293945,0.17111840844154358,-9.84006118774414,-0.024779142811894417,-2.539989948272705
22.174999237060547,0.16727446019649506,-9.566771507263184,-0.012378625571727753,-2.4947702884674072
22.18000030517578,0.12901067733764648,-9.447199821472168,0.010073253884911537,-2.465019941329956
22.184999465942383,0.1340208202600479,-9.29410457611084,0.0007367981597781181,-2.4425086975097656
22.190000534057617,0.14642685651779175,-9.086255073547363,-0.014837588183581829,-2.404900074005127
22.19499969482422,0.14437958598136902,-8.905991554260254,-0.011756028980016708,-2.3757717609405518
22.200000762939453,0.1486167311668396,-8.805323600769043,0.010055400431156158,-2.3630757331848145
22.204999923706055,0.13741640746593475,-8.755892753601074,-0.021083729341626167,-2.354459524154663
22.209999084472656,0.1430552899837494,-8.569151878356934,-0.040469940751791,-2.31846022605896
22.21500015258789,0.11926943063735962,-8.450573921203613,0.000219010267755948,-2.294480085372925
22.219999313354492,0.10915619879961014,-8.229257583618164,0.04451695457100868,-2.2545671463012695
22.225000381469727,0.1263713538646698,-8.131096839904785,0.07272986322641373,-2.2361631393432617
22.229999542236328,0.13184496760368347,-7.9870805740356445,0.05372306704521179,-2.205777406692505
22.235000610351562,0.10910404473543167,-7.756467342376709,0.012007374316453934,-2.1653566360473633
22.239999771118164,0.1126396432518959,-7.758317470550537,0.031366799026727676,-2.1736583709716797
22.2450008392334,0.12370394915342331,-7.605651378631592,0.05244430527091026,-2.14581298828125
22.25,0.1107996329665184,-7.537546634674072,0.04393702745437622,-2.1293931007385254
22.2549991607666,0.11150022596120834,-7.3537068367004395,0.07103749364614487,-2.1056230068206787
22.260000228881836,0.11624398082494736,-7.18345308303833,0.0802445039153099,-2.071662425994873
22.264999389648438,0.11763907223939896,-7.122498035430908,0.07389578223228455,-2.0626087188720703
22.270000457763672,0.11268021166324615,-6.933836460113525,0.06111495569348335,-2.028224229812622
22.274999618530273,0.09050775319337845,-6.853244304656982,-0.00637789536267519,-2.012911319732666
22.280000686645508,0.07969135791063309,-6.809860706329346,-0.08306802064180374,-2.005730628967285
22.28499984741211,0.07416021078824997,-6.7386579513549805,-0.10741804540157318,-1.988862156867981
22.290000915527344,0.09795781970024109,-6.643825054168701,-0.08127182722091675,-1.9733840227127075
22.295000076293945,0.12432499974966049,-6.5037994384765625,-0.051819972693920135,-1.9519201517105103
22.299999237060547,0.11467716842889786,-6.421842098236084,-0.03104127012193203,-1.9342015981674194
22.30500030517578,0.08637523651123047,-6.3322649002075195,0.0030953281093388796,-1.9161601066589355
22.309999465942383,0.09916871786117554,-6.254691123962402,0.042220380157232285,-1.90137779712677
22.315000534057617,0.10284704715013504,-6.094974040985107,0.04463854432106018,-1.8764561414718628
22.31999969482422,0.09089865535497665,-6.13484001159668,0.04107758402824402,-1.8869433403015137
22.325000762939453,-0.0641745924949646,-6.17595100402832,-0.10895935446023941,-1.8816131353378296
22.329999923706055,-0.12879441678524017,-6.1328020095825195,0.03952457755804062,-1.8694161176681519
22.334999084472656,-0.04030850902199745,-6.0431647300720215,0.26790651679039,-1.8690614700317383
22.34000015258789,0.14095331728458405,-5.887534141540527,0.2900089621543884,-1.8458685874938965
22.344999313354492,0.1332632154226303,-5.9294962882995605,0.13343878090381622,-1.8429471254348755
22.350000381469727,0.07762712240219116,-5.794641494750977,0.030671903863549232,-1.8168097734451294
22.354999542236328,0.0773216038942337,-5.690406799316406,0.011467181146144867,-1.808916449546814
22.360000610351562,0.14672760665416718,-5.74955415725708,-0.048665471374988556,-1.819716215133667
22.364999771118164,0.1269579380750656,-5.790439128875732,-0.10212131589651108,-1.81956148147583
22.3700008392334,0.02938869595527649,-5.862112998962402,-0.19642698764801025,-1.8202632665634155
22.375,0.010659030638635159,-5.828768253326416,-0.23219774663448334,-1.8171364068984985
22.3799991607666,0.0047399867326021194,-5.851608753204346,-0.10079854726791382,-1.8206098079681396
22.385000228881836,0.07769288122653961,-5.749939918518066,-0.031965430825948715,-1.811820149421692
22.389999389648438,0.16148057579994202,-5.71516227722168,-0.07827061414718628,-1.8120152950286865
22.395000457763672,0.04755095764994621,-5.707208156585693,-0.17083480954170227,-1.8069859743118286
22.399999618530273,0.07330849021673203,-5.792108058929443,-0.1244548112154007,-1.8226568698883057
22.405000686645508,0.12929676473140717,-5.858752727508545,0.037657227367162704,-1.842551350593567
22.40999984741211,0.16319258511066437,-5.808279037475586,0.027352144941687584,-1.8357362747192383
22.415000915527344,0.12568004429340363,-5.942597389221191,-0.04064483195543289,-1.8582208156585693
22.420000076293945,0.10317440330982208,-5.934495449066162,0.011974699795246124,-1.852195382118225
22.424999237060547,0.13040392100811005,-5.941976547241211,0.06589102745056152,-1.8553502559661865
22.43000030517578,0.185200035572052,-5.938906669616699,-0.030549904331564903,-1.8657559156417847
22.434999465942383,0.1865382194519043,-5.938838481903076,-0.07693284004926682,-1.8640594482421875
22.440000534057617,0.14825321733951569,-6.192215919494629,-0.06859411299228668,-1.9015165567398071
22.44499969482422,0.15355342626571655,-6.272181987762451,-0.02138887345790863,-1.9148874282836914
22.450000762939453,0.16535687446594238,-6.336712837219238,-0.04605010151863098,-1.9277105331420898
22.454999923706055,0.16167332231998444,-6.409559726715088,-0.05575829744338989,-1.9465041160583496
22.459999084472656,0.13400305807590485,-6.51163387298584,-0.10964354127645493,-1.9565718173980713
22.46500015258789,0.14398974180221558,-6.550169467926025,-0.12481719255447388,-1.9644267559051514
22.469999313354492,0.16241060197353363,-6.578354835510254,-0.0719948336482048,-1.9754538536071777
22.475000381469727,0.1765889972448349,-6.657194137573242,-0.01641836203634739,-1.9910427331924438
22.479999542236328,0.14534585177898407,-6.853537559509277,0.1050153598189354,-2.015265941619873
22.485000610351562,0.093547523021698,-7.095609188079834,0.12155657261610031,-2.0536153316497803
22.489999771118164,0.09310455620288849,-7.144769668579102,-0.008587072603404522,-2.0659804344177246
22.4950008392334,0.1318596452474594,-7.282602787017822,-0.13047198951244354,-2.089747905731201
22.5,0.12457830458879471,-7.408766269683838,-0.10066409409046173,-2.1137633323669434
22.5049991607666,0.12450211495161057,-7.431600093841553,-0.06511349976062775,-2.1138103008270264
22.510000228881836,0.13342982530593872,-7.588174819946289,-0.0838860422372818,-2.144073009490967
22.514999389648438,0.15402749180793762,-7.595221996307373,-0.09131068736314774,-2.1526994705200195
22.520000457763672,0.1618981659412384,-7.849352836608887,-0.08496848493814468,-2.190992832183838
22.524999618530273,0.17401552200317383,-8.034963607788086,-0.03407211974263191,-2.2250540256500244
22.530000686645508,0.14361517131328583,-8.14599609375,0.004215184133499861,-2.2389533519744873
22.53499984741211,0.11769846826791763,-8.363529205322266,-0.027805620804429054,-2.274963140487671
22.540000915527344,0.1420413851737976,-8.446639060974121,-0.02787686139345169,-2.2925326824188232
22.545000076293945,0.1580532342195511,-8.546292304992676,0.01878068409860134,-2.3094077110290527
22.549999237060547,0.12893618643283844,-8.664671897888184,0.047735992819070816,-2.328106164932251
22.55500030517578,0.13031765818595886,-8.758090019226074,0.02769549749791622,-2.3487203121185303
22.559999465942383,0.1302119493484497,-8.972650527954102,-0.046691179275512695,-2.385936737060547
22.565000534057617,0.1365194320678711,-9.21012020111084,-0.08046853542327881,-2.4205782413482666
22.56999969482422,0.16028769314289093,-9.36056137084961,-0.012190879322588444,-2.4459939002990723
22.575000762939453,0.14971257746219635,-9.490815162658691,0.06041022762656212,-2.4662742614746094
22.579999923706055,0.16809596121311188,-9.637591361999512,0.10489118844270706,-2.5027740001678467
22.584999084472656,0.1963345855474472,-9.622634887695312,0.1385364979505539,-2.511244535446167
22.59000015258789,0.13908681273460388,-9.870925903320312,0.11530151218175888,-2.5398831367492676
22.594999313354492,0.11408174782991409,-9.821044921875,0.003463229862973094,-2.527547836303711
22.600000381469727,0.3632326126098633,-9.866389274597168,0.15504764020442963,-2.5801074504852295
22.604999542236328,0.48956042528152466,-10.177681922912598,0.29527774453163147,-2.641073703765869
22.610000610351562,0.3906101584434509,-10.433981895446777,0.21626506745815277,-2.6519880294799805
22.614999771118164,0.2016768753528595,-10.790321350097656,0.07884201407432556,-2.7002668380737305
22.6200008392334,0.18943029642105103,-10.785969734191895,0.027536051347851753,-2.700397253036499
22.625,0.23638427257537842,-10.966265678405762,0.01842234469950199,-2.7349298000335693
22.6299991607666,0.259301096200943,-10.9346284866333,0.022546622902154922,-2.739142894744873
22.635000228881836,0.25341731309890747,-10.935907363891602,0.0778857171535492,-2.73447847366333
22.639999389648438,0.294438898563385,-11.155646324157715,0.08141454309225082,-2.791246175765991
22.645000457763672,0.27384716272354126,-11.428001403808594,0.039955686777830124,-2.8280675411224365
22.649999618530273,0.13403275609016418,-11.782164573669434,-0.05325442552566528,-2.8692188262939453
22.655000686645508,0.24445603787899017,-11.725980758666992,0.05279345437884331,-2.880133867263794
22.65999984741211,0.33519381284713745,-11.870582580566406,0.1625296175479889,-2.9084436893463135
22.665000915527344,0.2646019160747528,-11.988000869750977,0.11880053579807281,-2.9223084449768066
22.670000076293945,0.1549292504787445,-12.135708808898926,0.14291809499263763,-2.927222728729248
22.674999237060547,0.1148344874382019,-12.160436630249023,0.07083261758089066,-2.9286346435546875
22.68000030517578,0.11539376527070999,-12.286541938781738,-0.07963498681783676,-2.9550209045410156
22.684999465942383,0.16133199632167816,-12.613608360290527,-0.19361701607704163,-3.020108222961426
22.690000534057617,0.1759413480758667,-12.651033401489258,-0.06438252329826355,-3.0240702629089355
22.69499969482422,0.13987135887145996,-12.850668907165527,0.04704876244068146,-3.0482900142669678
22.700000762939453,0.14234177768230438,-12.929935455322266,0.0015818674582988024,-3.0615997314453125
22.704999923706055,0.15390421450138092,-12.927397727966309,-0.21822769939899445,-3.0582947731018066
22.709999084472656,0.1509816199541092,-13.094404220581055,-0.27540555596351624,-3.085476875305176
22.71500015258789,0.1240990087389946,-12.906808853149414,-0.15207690000534058,-3.0559072494506836
22.719999313354492,0.08965274691581726,-13.20030689239502,0.005949152167886496,-3.104238748550415
22.725000381469727,0.11912917345762253,-13.372908592224121,0.05851386860013008,-3.13344407081604
22.729999542236328,0.2232939451932907,-13.450079917907715,0.08089129626750946,-3.146898031234741
22.735000610351562,0.2428939789533615,-13.48605728149414,0.17547906935214996,-3.158143997192383
22.739999771118164,0.17591916024684906,-13.562935829162598,0.2860660254955292,-3.1554312705993652
22.7450008392334,0.14763987064361572,-13.63741683959961,0.2675337791442871,-3.1671674251556396
22.75,0.15274031460285187,-13.599246978759766,0.08606614172458649,-3.1592390537261963
22.7549991607666,0.15739110112190247,-13.56077766418457,-0.0559108704328537,-3.150196075439453
22.760000228881836,0.16166535019874573,-13.626029968261719,-0.02276252955198288,-3.1681971549987793
22.764999389648438,0.16400180757045746,-13.83029842376709,0.020498765632510185,-3.203989267349243
22.770000457763672,0.13902802765369415,-13.916707992553711,0.017589146271348,-3.219238042831421
22.774999618530273,0.16041380167007446,-13.85208797454834,-0.02926311083137989,-3.2091681957244873
22.780000686645508,0.18665583431720734,-13.95032787322998,-0.05160839110612869,-3.2306253910064697
22.78499984741211,0.17341603338718414,-13.823479652404785,-0.0649736076593399,-3.205967664718628
22.790000915527344,0.1630334109067917,-13.907363891601562,0.017498791217803955,-3.218046188354492
22.795000076293945,0.1606622338294983,-13.687079429626465,0.10907411575317383,-3.1857566833496094
22.799999237060547,0.16146880388259888,-13.748624801635742,0.022567594423890114,-3.198235273361206
22.80500030517578,0.19051074981689453,-13.938746452331543,-0.024223679676651955,-3.2357020378112793
22.809999465942383,0.1988012194633484,-13.893413543701172,0.1051129475235939,-3.219801664352417
22.815000534057617,0.17379193007946014,-13.947701454162598,0.16243356466293335,-3.2249855995178223
22.81999969482422,0.19040009379386902,-13.853439331054688,0.0790746659040451,-3.2103171348571777
22.825000762939453,0.2131987363100052,-13.779520034790039,-0.07117395102977753,-3.1957685947418213
22.829999923706055,0.18784774839878082,-13.751347541809082,-0.09126078337430954,-3.196152687072754
22.834999084472656,0.16805168986320496,-13.4944486618042,-0.1007872223854065,-3.150876045227051
22.84000015258789,0.1713792234659195,-13.558744430541992,-0.060599442571401596,-3.164202928543091
22.844999313354492,0.1757625788450241,-13.59583568572998,0.08277051150798798,-3.1663901805877686
22.850000381469727,0.17144834995269775,-13.678350448608398,0.12036486715078354,-3.175088882446289
22.854999542236328,0.17007693648338318,-13.521437644958496,-0.005479889456182718,-3.150472640991211
22.860000610351562,0.17055381834506989,-13.524138450622559,-0.054042451083660126,-3.1470394134521484
22.864999771118164,0.18129226565361023,-13.359095573425293,-0.05606512725353241,-3.12251615524292
22.8700008392334,0.17003874480724335,-13.246578216552734,-0.06943105906248093,-3.101555824279785
22.875,0.1670817881822586,-13.051608085632324,-0.056237876415252686,-3.0735855102539062
22.8799991607666,0.17401546239852905,-12.883331298828125,-0.014350506477057934,-3.052783727645874
22.885000228881836,0.1797906905412674,-13.055719375610352,0.04419315978884697,-3.077693223953247
22.889999389648438,0.16924454271793365,-12.96777057647705,0.030920615419745445,-3.0627520084381104
22.895000457763672,0.1703985333442688,-12.836461067199707,-0.087224081158638,-3.0410664081573486
22.899999618530273,0.1642497032880783,-12.782346725463867,-0.0905468538403511,-3.037814140319824
22.905000686645508,0.1566595584154129,-12.529888153076172,-0.058753617107868195,-2.9905357360839844
22.90999984741211,0.15248195827007294,-12.483137130737305,-0.04770863428711891,-2.9889543056488037
22.915000915527344,0.16224275529384613,-12.121116638183594,-0.026532214134931564,-2.927624225616455
22.920000076293945,0.16938923299312592,-12.071577072143555,-0.014591100625693798,-2.9199612140655518
22.924999237060547,0.1804472655057907,-12.102890968322754,0.023594338446855545,-2.92971134185791
22.93000030517578,0.1729264110326767,-12.038961410522461,0.04745442420244217,-2.913973569869995
22.934999465942383,0.1626141220331192,-11.914604187011719,-0.032294586300849915,-2.8917784690856934
22.940000534057617,0.17314347624778748,-11.73619556427002,0.002544424030929804,-2.8594794273376465
22.94499969482422,0.19723767042160034,-11.577540397644043,0.14004023373126984,-2.831005573272705
22.950000762939453,0.22105295956134796,-11.326041221618652,0.14714501798152924,-2.797757863998413
22.954999923706055,0.22394327819347382,-11.080175399780273,0.04280101880431175,-2.7541818618774414
22.959999084472656,0.17989781498908997,-10.935203552246094,-0.08968590199947357,-2.7278637886047363
22.96500015258789,0.16297614574432373,-10.965071678161621,-0.16641950607299805,-2.72831654548645
22.969999313354492,0.18100248277187347,-10.947948455810547,-0.16682195663452148,-2.726038932800293
22.975000381469727,0.18647369742393494,-10.701675415039062,-0.12862543761730194,-2.6810505390167236
22.979999542236328,0.1766040176153183,-10.637152671813965,-0.10973488539457321,-2.674342393875122
22.985000610351562,0.16961513459682465,-10.339751243591309,-0.09606310725212097,-2.6235270500183105
22.989999771118164,0.17985069751739502,-10.227461814880371,-0.04098978638648987,-2.5999584197998047
22.9950008392334,0.1832495480775833,-9.94359016418457,0.005936381407082081,-2.552804708480835
23,0.1644076406955719,-9.731600761413574,0.04486895725131035,-2.5137391090393066
23.0049991607666,0.15839792788028717,-9.8373384475708,0.03711649402976036,-2.5332114696502686
23.010000228881836,0.1966516077518463,-9.67390251159668,0.010811194777488708,-2.505333423614502
23.014999389648438,0.19793622195720673,-9.544755935668945,-0.051891304552555084,-2.4785685539245605
23.020000457763672,0.16500535607337952,-9.389095306396484,-0.09103991836309433,-2.4508249759674072
23.024999618530273,0.17018447816371918,-9.170112609863281,-0.10617829114198685,-2.4076950550079346
23.030000686645508,0.1849907487630844,-9.004487991333008,-0.07549213618040085,-2.382704973220825
23.03499984741211,0.16103839874267578,-8.711321830749512,-0.05403673276305199,-2.329535484313965
23.040000915527344,0.1547659933567047,-8.572431564331055,-0.06106634438037872,-2.3122544288635254
23.045000076293945,0.16862305998802185,-8.5394868850708,-0.023495107889175415,-2.3084607124328613
23.049999237060547,0.19109316170215607,-8.555827140808105,-0.0038344752974808216,-2.308809518814087
23.05500030517578,0.20516198873519897,-8.325769424438477,-0.05160178244113922,-2.268796920776367
23.059999465942383,0.17266559600830078,-8.239989280700684,-0.05496598780155182,-2.2499752044677734
23.065000534057617,0.1548866629600525,-8.052618980407715,-0.01127144880592823,-2.2178869247436523
23.06999969482422,0.14475679397583008,-7.83789587020874,0.014701040461659431,-2.1774423122406006
23.075000762939453,0.1389177292585373,-7.697075843811035,-0.01352624036371708,-2.1526100635528564
23.079999923706055,0.14987076818943024,-7.413222312927246,-0.010224174708127975,-2.109710931777954
